id,accelerationx,accelerationy,accelerationz,angularvelocityx,angularvelocityy,angularvelocityz,pitch,roll,yaw,mdlcircle_id,hallsensor,timestamp,starttime,endtime,train_mode,blemac,training_id,training_handle_id,accelerationWorldx,accelerationWorldy,accelerationWorldz
83744,-21225,-24066,28399,-4358,-20988,-25583,-4367,27629,4794,72,1,18834,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-7618.84821141969,-24066.0,-34625.95815181649
83745,-15072,-3602,6896,4078,-19454,-30455,-28434,-10258,-5957,72,1,18860,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-3521.5843781703625,182.90758417472716,-16590.94307997824
83746,6168,12519,-21510,-13594,23811,4612,-21270,-15889,24252,72,1,18886,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,1607.532639778674,25466.1586529205,-2517.992707759149
83747,-2787,-17706,-6417,-28447,32510,-11777,13542,-1553,-32324,72,1,18911,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-13451.490609100478,1072.7429173454518,-13429.605989252508
83748,31271,7111,-16397,-15402,5109,-25091,28639,-29457,-4931,72,1,18937,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,13987.384977177491,-17057.350303525243,-28472.85080779683
83749,-28103,14018,13823,-1064,-26379,-8201,19671,-6162,-23872,72,1,18962,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,15465.181112977707,6309.751828705744,-29972.87885744281
83750,-31189,-19244,4352,-23326,-263,13550,-26928,19949,2499,72,1,18988,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,28420.17924811336,9285.113380319244,21635.739923093068
83751,-24578,-9514,-3835,-8728,19186,-19477,10185,-533,-11065,72,1,19014,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-14889.616373957762,19647.86218200148,-10077.814292466643
83752,29219,25576,-21237,-10514,30965,10476,-12862,16108,27084,72,1,19039,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-6151.725745122247,38703.78099497572,-20568.556416281543
83753,13081,-2066,17426,18935,-20236,-8733,19388,4333,-21806,72,1,19065,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-13008.491930806298,-1436.2994957337096,-17543.16318241105
83754,13836,23020,17676,-32512,29433,-6174,-13757,12270,8665,72,1,19090,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-22472.349996590474,-22981.188879755562,-809.1447977584799
83755,27904,-21774,-18179,-17920,-7425,24295,20544,21999,-29474,72,1,19116,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-30369.378656666664,-17628.07102628104,-18712.783996519327
83756,16387,-16136,11263,-11268,32521,-17939,5181,29679,-1310,72,1,19141,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-6151.99187234504,-16136.0,18908.779283777167
83757,7176,6142,13823,30467,-20464,14087,-11461,27630,-2332,72,1,19167,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,3889.5522117260925,10013.24446093885,12841.370174468693
83758,-22772,16374,9990,26375,18961,19207,16444,8939,32485,72,1,19193,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-16173.419444944486,-1370.5918711388488,24960.247221945934
83759,-26352,-23564,-18944,-24565,-31473,2046,-17092,-20760,-14362,72,1,19218,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-15881.933554591953,-16873.26275282791,-32735.64306137205
83760,29953,-5644,1284,3857,-5357,-26375,22587,-21530,-6166,72,1,19244,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-11314.804064111278,27627.86446971627,6273.907461364106
83761,29430,-28431,-8960,12314,11808,15622,13881,227,-8208,72,1,19270,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,32712.656886720226,-13969.91252849372,-22123.55948661856
83762,767,-2328,-14339,2337,12069,32280,14627,-4132,-24821,72,1,19295,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-11102.032836888471,-8575.253097982895,3850.285079599288
83763,24079,2015,-11265,11554,5666,-30426,20209,18404,-4798,72,1,19321,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-22224.093095836917,-405.1179898554933,-14720.198928067146
83764,21798,-10777,-16669,16413,-18685,2591,-8208,-23,28604,72,1,19346,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-29270.136885836408,-3522.4008368044233,62.23366675867874
83765,22051,24559,-4896,-23549,-18188,12053,30957,1515,6083,72,1,19372,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,10002.748961292575,19782.609230422593,-24939.03132147997
83766,-12488,-29719,23280,16374,16382,5650,14057,-20,15047,72,-1,19397,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,13199.546762625,-7692.807836591985,-36711.30858264991
83767,555,12517,11757,-12562,-15098,32259,32486,2030,-5945,72,-1,19423,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,12774.399356484428,7542.788216088061,-8667.838831467352
83768,-10728,-4647,18938,21733,-15859,25091,22500,12527,-17211,72,-1,19449,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,13320.000002403383,-48.733613167352814,17829.965282381272
83769,13589,-4140,-27904,10466,-28419,15106,23776,-7185,-316,72,-1,19474,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-10642.114989981026,-18411.732238697074,22982.324545409763
83770,-17126,-10793,-7428,-31774,12778,-19969,986,8176,-18233,72,-1,19500,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,13825.402550622372,12872.866171346497,10397.666557831493
83771,6944,-12321,-1547,12001,-21542,-4870,31953,16625,-3379,72,-1,19525,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,7454.5171723309395,-4978.457639996286,-11048.281280551546
83772,-19184,-3103,-32235,7911,26843,24575,-7479,-32524,-14381,72,-1,19551,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-18016.231028786533,29843.46303786425,14196.225675334259
83773,20005,-7440,14576,9699,16610,18416,31172,18679,-22057,72,-1,19576,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,19706.876406243486,-9177.64431706252,-13979.387257620907
83774,-7150,5102,-7886,230,-24613,-20498,-27458,29691,21212,72,-1,19602,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,10195.270446034268,-4113.173974400831,-4298.855706875011
83775,8466,-19976,-27149,17384,23287,-1290,16827,5886,-22050,72,-1,19628,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,5848.311866781482,-32499.38897563645,-10833.692700051193
83776,-15090,16114,14604,31978,-28424,-7691,13124,14079,5600,72,-1,19653,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,14076.890596056006,-19985.16974548291,10152.834746557464
83777,-30195,26867,23041,32240,-13310,-32271,-29119,29183,-287,72,1,19679,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-39537.742283911626,-14473.422275672874,-19792.634431046386
83778,-11772,22264,764,29172,-28657,-27149,-25537,-22018,23780,72,1,19704,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-17560.639016532456,2816.4938747154474,-17847.70841269905
83779,-28417,15868,-15115,11768,29480,18172,-5827,-16646,-538,72,1,19730,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,31392.93504554402,-4145.316945855715,-16884.386712127132
83780,-31243,-770,-19715,-5894,7486,21000,-27589,499,24042,72,1,19755,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,32094.457154860236,13563.198957831928,12303.846063939005
83781,2551,2300,28172,-14589,-5306,13081,14904,-14360,-4626,72,1,19781,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,7697.039204882563,-26573.86483259153,6328.070822743359
83782,-28914,-1548,18439,-22518,-2995,28199,-21488,-2338,30488,72,1,19807,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-4237.020741386281,28899.171883390238,-18036.01787233894
83783,30246,-15886,31233,-13306,-19126,15908,22265,-7702,-11983,72,1,19832,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,-8120.559074302346,-44944.28749019488,7533.4814872990755
83784,25610,-25869,23569,-13817,-27881,5905,4601,2547,-31949,72,1,19858,2020-11-02 15:44:36,2020-11-02 15:45:06,3,D7:F2:3B:06:4D:C8,72,72,32071.000630973955,17219.99359837478,23569.0
